CUSTOMER.cid  CUSTOMER.sex  CUSTOMER.firstname  CUSTOMER.lastname  CUSTOMER.Address  CART.cartid  CART.cid  CART.status  CART.remarks  CARTDETAILS.iid  CARTDETAILS.cartid  CARTDETAILS.qty  CARTDETAILS.remarks  BILL.billid  BILL.iid  BILL.amount  BILL.remarks  
62	0	ewisbqtvhk	ppedlttdhr	ykpbzoynhpmoiqfvwlolmllzzs	162	62	blcojgdu	wsppbplvmjkkpuijnsmmqsykclggdjkcuribnw	16	162	43	ijdfjfngljxaebhzxhvlqbfbsnncjxutebwbljofqtno	104	16	2087	zsobaqveqbubuphbgdfjzvsxhotnaewqecjgmhksegot	
55	1	mmuycprsnf	vcnvfiivhd	mfiwzkpzavdnwkcfkxylmukbkw	127	55	ntcfehlh	yuqruemgkvqpvmasoladkldlbgvngysvgbabja	115	127	18	hbsqoidzdpyeynujxzsgnhihlydtqjwhwiobmsygmney	175	115	1720	asssjxiknhqjoocrhdvbtlrprpwmkflezlvonjmupexd	
6	1	zsefufmzdb	ysimtglgjx	nulhfauxngullsvdqyslrumxad	148	6	alcivjlp	pbfbjjtvwxxuimsxhougfzmykunccuzixuipaj	99	148	36	bnrhvxgdhkgkuweokzrhomiqajtntcvsocikriocxmxw	137	99	24	cmradpuzmnrqixmlevbmygrotwhknszqovjnjsqwrtqs	
114	0	mriyuffkac	nvfreghikk	qwlgprqkuhmxzdxkkypekhxcvk	190	114	mceoaove	iujtuvjxjdzxjzljekumfjvfnlhznjkpmoxngm	149	190	13	ocydssxyzazfryexneenddvfhwacvcodujlrhkcokusw	142	149	1835	jjbsynlxwcrgkqwcuhzptdkpakzqdbenmbwhpqdfhodo	
7	1	hyxelskogy	ydufydnegc	tseyfpgncxazkaruqxebhpippj	18	7	jdifgzah	yrwttwotzaktzknfqyjbwqububgubfljvwciza	191	18	19	njrbjgbscaxwzalfdgwwilazjqgqlyhyxcwemmkijfke	170	191	2395	irnvdyymzcfsslvfrnzamtzmwhwbthxlhmdueutkapil	
60	1	dadzwtxtij	nftipqjqhm	uekhaiqplqyyrmikhfkaxguwlh	155	60	yujxkrqp	ulsavmzrisnaylhjzawgddbgcyppmmekssvlxq	156	155	28	gzanqfjtgdugbfpllhijsgikokwvufswfhevowtkoawn	169	156	366	pkiddxzakhfouvknlwygqfwwwfsspjepopcffapnopwc	
123	0	bocsfkoasq	xggfsemxiz	gnxacclngsyzvqlbaksqxfaedo	3	123	lzxrklxb	xaoppvpjjojznwcffevzfnkappdbroewuhxmcp	68	3	23	reuzzeonqfnyerizkosqdlqormayizbgdvzoryzodjtc	155	68	2422	iolfjybtnyspbmaagkfavjatfgxlsfuqsmfxzvlbzqyo	
6	1	zsefufmzdb	ysimtglgjx	nulhfauxngullsvdqyslrumxad	148	6	alcivjlp	pbfbjjtvwxxuimsxhougfzmykunccuzixuipaj	150	148	17	tfcrkvlgeoxqvzyszfwjkcfdnhwwcvwciobvathapihj	107	150	585	veqcgtovwhwhaawbixrizcllzonaqpwfmcynllflmhbb	
7	1	hyxelskogy	ydufydnegc	tseyfpgncxazkaruqxebhpippj	110	7	nirywkcq	wymwvojxmhmfbmozqlgvmtdjezjgsuefvmzpre	93	110	49	ehmgqeyjpupnepagfbgteuryuasxkjssjoeiemsmtucf	86	93	1711	bacocguquzvsygpkywjlbztuduwdexzwdewsnwylyhvu	
115	1	lvlenrcpih	whkhtjzevp	ewasjfobwzpbcxjhstpyklrfmx	40	115	jcbilatz	nqntcownorrusgxcucytlmkgikpkavzdwpxggs	132	40	25	zckibdvyijwilozigvclgbguvidqltglvmqkfklpqtuy	161	132	2328	picvxfzlblisiqwhdgrmsdtdmzgxokdvdwkzgbbdwfoj	
85	1	ppdcbocupm	zeuzmiwove	hxsctfpieczdeudhvtxudqgybd	93	85	gdakgemq	qphzhxdaauwgykqynkwlvcsyyoyguotjugbvqr	171	93	15	cznfqtwslldagqjaxlqnbrcqzikmqayfpxkzaxqrvzca	177	171	1549	zilorqhlmpadwqjwgieinyeyzjnlttciobhjuiahdvty	
192	0	wuhdwusios	qohtyjwgoz	yehvxtrpvjllukvtpbbogrnnpb	114	192	ynltjxpo	hdkjutnfddyctorqjecanawzffxkbowofivymd	74	114	10	dynniiexdlcnuppuiegzaxrbmzjmunmrchsiekfubmme	45	74	2020	mjrgchgfxnamrxewyhnqdwvtvkkfousfouthhxpgcmeo	
24	1	dpcuequmdz	oowlldfyvq	khaafqpdzizywwxmydamrwmbss	96	24	xyuypold	npormdzplhsdkfarjsutdscozunfwtxuccckem	183	96	7	fxtxlgexvlfakkvxtvffutsfbfxlulvernrxaflgogol	182	183	1387	kiccauooryzaorgdxyujzfxsmojgbycumwcsfrvddmbg	
131	1	vgebbewhdc	blypjinljz	iujwgqtjfqffmrqhwljluctewz	101	131	olhteuod	cqswbnpiyzrbrffpxaipkcfzoppwbhrjlmmrkv	100	101	13	gfrjpiufekfndtfnepdcsrwekqhyuxeahtxxrwqejngq	149	100	155	waarnjrygeiljxhkllotnuxmizlxusgbtqqkrfffwlnd	
96	1	afbsbadqhc	notfvjusqp	heaiuobgeytpsazltptmopzqii	48	96	ofmbdlov	zmhxlaqmgvblahnglhfiaaanctfhqlostwkxpy	133	48	35	mszrvjoqncotixbzwgqvkxawtgxynzbzigzaqmqhqajh	36	133	1130	ixuckpgbphlkpmxqmdmfacmeohtodezzqqepwohicifi	
7	1	hyxelskogy	ydufydnegc	tseyfpgncxazkaruqxebhpippj	52	7	tyfzorbg	pavmvmdopwbbjaoqmlyxpjsqxedptuzbjqgksm	46	52	41	toauuxinwdcgcztyvzhdisxrkghmyentmdwdkyzmtvlc	191	46	506	jesclwnadkircaslribkbpsauuyxtyalqcfvvvkkacdv	
179	0	qpgrczihzn	vhaxkjtsnu	ucvnbioldrnhfwujzffileebsy	59	179	lmizvttd	advovmvmocyyskwfheujjmgarlsbqnpjbtvkea	172	59	37	srjgegefsivbcvlofoxdqtgiexlfalusjdneqndyczjk	35	172	759	frngpsianrjzptvlybjpgqzuqejeehjnkufltsnhjsdg	
91	1	ryceplisyk	mwilylqavx	mjhtwymqsozbziygvcmtogkuif	31	91	rvkashta	xwbmdcallliueilgsnkbamfgzwzjydolrqizpr	9	31	37	wfefhnyemdslbsabrlstobwfkrhuccgxhsrfzvwerfks	43	9	2132	tthnvzrfmihplfqlzutcrbeqmnecdhzylkmbadibwwxk	
6	1	zsefufmzdb	ysimtglgjx	nulhfauxngullsvdqyslrumxad	148	6	alcivjlp	pbfbjjtvwxxuimsxhougfzmykunccuzixuipaj	99	148	36	bnrhvxgdhkgkuweokzrhomiqajtntcvsocikriocxmxw	19	99	1723	iejwqhcyubcrafccanqirzqvtyissfrooxrdgkkzzsrs	
40	1	mwbfmszzmg	iolyzbyypg	rxdvqkvdweirwlhbcpplxacrnk	92	40	yqidusrb	nzitypcfmxeyswsmiqnahuxwxlnwdqvcrphrpa	169	92	28	dyeachxlpjtdtesnzhgtwjxkqyqqhclmascawuqzcxaa	55	169	1635	cdtosgyrkubnmeiighkzfjdxckyypchyvphbstbehbgv	
7	1	hyxelskogy	ydufydnegc	tseyfpgncxazkaruqxebhpippj	52	7	tyfzorbg	pavmvmdopwbbjaoqmlyxpjsqxedptuzbjqgksm	143	52	1	hvsboirrobepzzrhssuuniskniiudnovzhwmdaostxow	9	143	58	znenwkexjjtcqhnicbdalficoimmvvpefoopsecstevn	
7	1	hyxelskogy	ydufydnegc	tseyfpgncxazkaruqxebhpippj	18	7	jdifgzah	yrwttwotzaktzknfqyjbwqububgubfljvwciza	191	18	19	njrbjgbscaxwzalfdgwwilazjqgqlyhyxcwemmkijfke	190	191	1784	tfluoigmoaqsmprpcgorkzwwqovypxlslusuvktehisp	
90	1	tdohxjdoam	wisibzrlyq	mupyomgzbmpzjhtnrgpvtezmjd	183	90	eijbwmlz	ybsitzxfoxciecohujjjwtrbnkeqbwdyqryyvg	5	183	19	byltnsmyfridrfgofglmlczgghbbwatlpzkuafywhzxg	97	5	425	resqqxepcaytysfkcbbblbenvzukqknojapnlasvirhh	
156	1	jszyixkiiz	bwlxdfixes	fputcuhlrqulntjvhnmmhkqlyd	107	156	tlvjolil	djviskpzhzlmoaxuffwhmxvlzyqejjussnfqes	22	107	3	bkdpwxurcihxtuvrcbhujyqcnkoceblejfywzyibfuyl	93	22	287	sfyzujxxgsqceifzbmbfdzqugpvndcuoumtpqrgtjojs	
130	1	akvrpzhezz	tsurxnhyft	jfhmwlcennkxgrmgxgjihtiurh	186	130	mcxzcqho	rypkcxgyulurjlwngqdrsrropkfekepcltcupz	186	186	27	xzekrmisiethovulsioxzvvbyxewmmoxhofmvfylrvsr	102	186	1467	kssexcpbdkdvoyjqyjdgcbzywhmppyyhvgjtghblbwrq	
131	1	vgebbewhdc	blypjinljz	iujwgqtjfqffmrqhwljluctewz	101	131	olhteuod	cqswbnpiyzrbrffpxaipkcfzoppwbhrjlmmrkv	100	101	13	gfrjpiufekfndtfnepdcsrwekqhyuxeahtxxrwqejngq	51	100	1561	twycmhzsxgvyhzycapdglinddfptdlixdxvysnaxsphq	
85	1	ppdcbocupm	zeuzmiwove	hxsctfpieczdeudhvtxudqgybd	160	85	kshzblef	qaihdvwpbqtusoilcdmdbypiqkxijcbfwsuvgy	40	160	32	rsfcpslwbomotwtktmbjutgolfmyiyivqcprjfnzbduw	2	40	653	wqpvvuvmyfbujdykytoejprafwvzvdabqcrmhvrbagwy	
114	0	mriyuffkac	nvfreghikk	qwlgprqkuhmxzdxkkypekhxcvk	190	114	mceoaove	iujtuvjxjdzxjzljekumfjvfnlhznjkpmoxngm	66	190	1	ljapywpdkxybhzcghljhuezvgcaphxmcbwuujmlnorim	24	66	1429	iajikpzkfphhtxafhoxzgmvdssxfziycedbbaupybqnb	
96	1	afbsbadqhc	notfvjusqp	heaiuobgeytpsazltptmopzqii	48	96	ofmbdlov	zmhxlaqmgvblahnglhfiaaanctfhqlostwkxpy	129	48	9	euovqdsfvdvmihkmkfhgglspsgifaztkhapsmpotoynr	109	129	122	pvepdjmxqaohaophodpbliueguegjqnbqcdlradegxhk	
24	1	dpcuequmdz	oowlldfyvq	khaafqpdzizywwxmydamrwmbss	96	24	xyuypold	npormdzplhsdkfarjsutdscozunfwtxuccckem	183	96	7	fxtxlgexvlfakkvxtvffutsfbfxlulvernrxaflgogol	23	183	605	qcrqtnetyyzywkbqjliryyevprxoekyifqqghuojofvx	
7	1	hyxelskogy	ydufydnegc	tseyfpgncxazkaruqxebhpippj	52	7	tyfzorbg	pavmvmdopwbbjaoqmlyxpjsqxedptuzbjqgksm	143	52	1	hvsboirrobepzzrhssuuniskniiudnovzhwmdaostxow	168	143	1982	plthwglbyzsqkwqcaxuijxmqjooqsritrvlwhcjhfliq	
127	1	tufyojsfbn	jgzoudfncb	nezlexeqnnphubbcxuovpysxmc	46	127	vxwztsjy	bspbrmvnsbqvqrmwkfqplrohpdjguvywqrydds	148	46	18	gfivufzwcuvzgecqxkfrcslaitghangdnzgnstkbxbgx	199	148	1181	vieniegklgqksakneiyaghzzhqflnmjmgbgqtgxvujyz	
123	0	bocsfkoasq	xggfsemxiz	gnxacclngsyzvqlbaksqxfaedo	3	123	lzxrklxb	xaoppvpjjojznwcffevzfnkappdbroewuhxmcp	184	3	10	djcyqaebbmlhrsoiimxddvezxjpppmymdaytrgnwrjmv	0	184	1009	dlzhwpdhwrhdjbvdgzljvteasyqjvlzwsyxkqebcvcld	
55	1	mmuycprsnf	vcnvfiivhd	mfiwzkpzavdnwkcfkxylmukbkw	127	55	ntcfehlh	yuqruemgkvqpvmasoladkldlbgvngysvgbabja	128	127	7	yevsohxtbjrmiskaluvvbtkziegremmuqhijoroncvkb	179	128	218	elgwlfuawjqrvsokhrornastgiutjboapxzrtsdcetwa	
130	1	akvrpzhezz	tsurxnhyft	jfhmwlcennkxgrmgxgjihtiurh	186	130	mcxzcqho	rypkcxgyulurjlwngqdrsrropkfekepcltcupz	186	186	27	xzekrmisiethovulsioxzvvbyxewmmoxhofmvfylrvsr	172	186	862	zoxobjfpaxzdbtpstexkkqrztwqzsurvmyguiurtiwfm	
7	1	hyxelskogy	ydufydnegc	tseyfpgncxazkaruqxebhpippj	159	7	rfhzeaua	sjnfidlvrduxpcxhxxemxeogegrkhojbkptodi	195	159	8	ewvadnewdaccdbomtvjzgysschkbywpkkthibpixrqlq	33	195	173	modpwxjodwrkfjzoijjyewhardiazjwbyumbgexeialk	
192	0	wuhdwusios	qohtyjwgoz	yehvxtrpvjllukvtpbbogrnnpb	114	192	ynltjxpo	hdkjutnfddyctorqjecanawzffxkbowofivymd	23	114	7	yjlpvwidcjwspjkhtyyorjstgojgbrwfhelclknmpfxh	141	23	2117	fzvxuqakyjvwjhcmybkivozcoonjfssjlonbnlgkzbnz	
59	1	ggwqjirint	zspnvumtbx	uwaeaqnveixxluyyxsfkitwmfk	175	59	zivikupm	hccqexyshrndpfowvvvxktrefnrqrletonzvhc	27	175	26	ckchbtulyoorwfuiekfprbjgejjrwlnizkyfuroxrgky	112	27	1130	vftanydxalgrhyggisjiljmcbnembqpftktocrfcufxc	
127	1	tufyojsfbn	jgzoudfncb	nezlexeqnnphubbcxuovpysxmc	46	127	vxwztsjy	bspbrmvnsbqvqrmwkfqplrohpdjguvywqrydds	69	46	6	muccyviyeftgtybeicxfrnwqpjyaqyjvyramctcwjyuc	92	69	249	xhezykezekvbkfircdklbhpryretnghvfclrgiuctzmh	
7	1	hyxelskogy	ydufydnegc	tseyfpgncxazkaruqxebhpippj	159	7	rfhzeaua	sjnfidlvrduxpcxhxxemxeogegrkhojbkptodi	177	159	4	smvslvxleprauymzcgztzgmjgvimaszsadbmmcuviufb	101	177	349	josppswqofawzdwibryjlmepybhvyufyvbuctdpxrnxx	
90	1	tdohxjdoam	wisibzrlyq	mupyomgzbmpzjhtnrgpvtezmjd	183	90	eijbwmlz	ybsitzxfoxciecohujjjwtrbnkeqbwdyqryyvg	43	183	29	pxulyhjwuceljwdbqyfgcwkkcomdydndinzhybrtnqbs	32	43	744	hvxjkofzchunxlmqcwlttlubuckjxdkowdhmwlduiwvw	
13	1	puexhkdgxa	oxpuzvmgar	yvjgvgazftbcevmzvmwyctpxbb	156	13	vefzoskw	xpnvipegijjwvbnzlrytfnjyjjufpwuklhoztl	121	156	2	hhqeetojkthtrutnvmxvkqxjgqefgqlwseteikmmyced	66	121	1755	geltuafsctzvcmaixhdsgcalxxvmvottticiyxcbsogn	
55	1	mmuycprsnf	vcnvfiivhd	mfiwzkpzavdnwkcfkxylmukbkw	127	55	ntcfehlh	yuqruemgkvqpvmasoladkldlbgvngysvgbabja	128	127	7	yevsohxtbjrmiskaluvvbtkziegremmuqhijoroncvkb	193	128	881	csvsberkxamsfruzawukyuqqxvoewglrcjxrnbrtufhe	
192	0	wuhdwusios	qohtyjwgoz	yehvxtrpvjllukvtpbbogrnnpb	114	192	ynltjxpo	hdkjutnfddyctorqjecanawzffxkbowofivymd	23	114	7	yjlpvwidcjwspjkhtyyorjstgojgbrwfhelclknmpfxh	156	23	874	oyrwwmkfymiicwvkrblkfxlsonwbyjstdswqnkdaerrp	
160	1	qsxhemlcgq	milmzklush	mjjwfysaibrerkfurxcruikxat	157	160	znlpymee	ekchdzdfcigahpdsmgylednufgwbrrbewspdpj	174	157	11	jdojuakwctfnfucctuwraevzrhwlcwcldblucrejfsyz	135	174	230	jjcdhcekvwfgkzzszomkolrcbmfweiycfsykhlnawway	
131	1	vgebbewhdc	blypjinljz	iujwgqtjfqffmrqhwljluctewz	101	131	olhteuod	cqswbnpiyzrbrffpxaipkcfzoppwbhrjlmmrkv	91	101	9	hzxlocxyiwvvkbjccosdewcgqykphstmdctridxrjzmx	150	91	778	owwgsedcdkxqrdmxhgckbggamntpqifmhcupyuakuuqz	
90	1	tdohxjdoam	wisibzrlyq	mupyomgzbmpzjhtnrgpvtezmjd	183	90	eijbwmlz	ybsitzxfoxciecohujjjwtrbnkeqbwdyqryyvg	43	183	29	pxulyhjwuceljwdbqyfgcwkkcomdydndinzhybrtnqbs	59	43	405	wdmtkavugguwwnfjtjfotmxfejgjksznpjakrqpchtuv	
180	0	lsciarylco	vzppllvktn	cjswegssxeasodyyhbgpgcqkpk	100	180	elsrhvbn	vkxgfqbmvqmiispjwzhldoylfmuvbiyokeqgmc	181	100	31	rlpizczawwliqkgirauiwlelkdsleicuipdfhzvkkmtu	165	181	2356	gowdjfgrgczazddjuwqstulfebawxaxiwrudyurtqzov	
192	0	wuhdwusios	qohtyjwgoz	yehvxtrpvjllukvtpbbogrnnpb	114	192	ynltjxpo	hdkjutnfddyctorqjecanawzffxkbowofivymd	82	114	48	vkkinqnumgpelloeucuaffjxghuyzkcivmuxtxnxvpkt	140	82	1882	lwryxlpwttwgqexmlunlqkeruqxjivsvrmkkvutnydwl	
96	1	afbsbadqhc	notfvjusqp	heaiuobgeytpsazltptmopzqii	48	96	ofmbdlov	zmhxlaqmgvblahnglhfiaaanctfhqlostwkxpy	129	48	9	euovqdsfvdvmihkmkfhgglspsgifaztkhapsmpotoynr	58	129	323	acnhdowadixnnhcznqbznjicpoppsjnnclclxuwbxgdh	
174	1	oisymbpptw	xpscpysoik	qmrqknahhvpcrbaxjqfptdajbg	133	174	rtqfaexf	gvuzvkqwsgoqwpuulzcupexcsbhmmijvovtxhb	105	133	29	qxbjgoacosciszwgtrktcdxxxbwapgwythdilokkzeea	164	105	2410	kencynsibcqqwarcuercjliwwqukunuvcdazoafpyxzf	
90	1	tdohxjdoam	wisibzrlyq	mupyomgzbmpzjhtnrgpvtezmjd	183	90	eijbwmlz	ybsitzxfoxciecohujjjwtrbnkeqbwdyqryyvg	5	183	19	byltnsmyfridrfgofglmlczgghbbwatlpzkuafywhzxg	96	5	1876	rntdvrprorsexspzztwbwufbuqcgdrlkahyahalotdby	
90	1	tdohxjdoam	wisibzrlyq	mupyomgzbmpzjhtnrgpvtezmjd	183	90	eijbwmlz	ybsitzxfoxciecohujjjwtrbnkeqbwdyqryyvg	49	183	41	dpeortmnahzbawrcipiovoyehnpjjqxfeopeausclwli	181	49	1380	geynfuyujtfqkxixyekgqhvsnlxsfgcuyjhzhmocapga	
114	0	mriyuffkac	nvfreghikk	qwlgprqkuhmxzdxkkypekhxcvk	190	114	mceoaove	iujtuvjxjdzxjzljekumfjvfnlhznjkpmoxngm	66	190	1	ljapywpdkxybhzcghljhuezvgcaphxmcbwuujmlnorim	40	66	15	mznoszojskacktaeredynyvdlqjrkiutakrwayalfkow	
160	1	qsxhemlcgq	milmzklush	mjjwfysaibrerkfurxcruikxat	157	160	znlpymee	ekchdzdfcigahpdsmgylednufgwbrrbewspdpj	182	157	23	yvhuzwcnwiwngnkiczihyjbdfuzlwzqguwfyzwcnkzak	127	182	1779	ejdckdkxuovvdojtcfkdebtgdjrxybgfubymhhyelguh	
7	1	hyxelskogy	ydufydnegc	tseyfpgncxazkaruqxebhpippj	135	7	lzpwgwek	hgyxmcoheipvxhkjdwfmekbsnbzdcjadciysvu	81	135	11	ipaqgbhskeufgxjmetobbfsdfsdhgpoiutsllqjurcow	71	81	1935	dqrzsovsqapjausnyrlykplwyxazlskdguqybmdrayhy	
123	0	bocsfkoasq	xggfsemxiz	gnxacclngsyzvqlbaksqxfaedo	3	123	lzxrklxb	xaoppvpjjojznwcffevzfnkappdbroewuhxmcp	147	3	25	pkjeoerckwacdeltkwtculwtbtaqcrrxqjeqfgjektjh	17	147	1296	fypjwwttscyrlcyrlqbipmidnonzieqblqhykhsdgrtj	
192	0	wuhdwusios	qohtyjwgoz	yehvxtrpvjllukvtpbbogrnnpb	114	192	ynltjxpo	hdkjutnfddyctorqjecanawzffxkbowofivymd	23	114	7	yjlpvwidcjwspjkhtyyorjstgojgbrwfhelclknmpfxh	67	23	2056	lcumnjayxqrkzhkklbzhtnrzxghdhxbeyknzkrekinyb	
188	1	viozyfskye	thtlugyzes	ythemfbpakdiskvaxtahgfstnx	95	188	urkxjcof	dvjsyvefmjbirnjqdcpzkeznngmlcuxnvubvus	3	95	46	gruqjjujgrmxbwkifxxxndxzlifumzjfkdrxacomqudq	114	3	1671	uodmabzkqgwkvgibnudlmgoyiuvlberzscoozydslnoj	
179	0	qpgrczihzn	vhaxkjtsnu	ucvnbioldrnhfwujzffileebsy	59	179	lmizvttd	advovmvmocyyskwfheujjmgarlsbqnpjbtvkea	172	59	37	srjgegefsivbcvlofoxdqtgiexlfalusjdneqndyczjk	78	172	591	ckdusqnakgmyptbmjcqewozjznlngdjoztsmlcdijswz	
192	0	wuhdwusios	qohtyjwgoz	yehvxtrpvjllukvtpbbogrnnpb	114	192	ynltjxpo	hdkjutnfddyctorqjecanawzffxkbowofivymd	74	114	10	dynniiexdlcnuppuiegzaxrbmzjmunmrchsiekfubmme	75	74	919	vbqgswuiidggujnhtlxjiuedoddzozsckjatwfvlnnpw	
40	1	mwbfmszzmg	iolyzbyypg	rxdvqkvdweirwlhbcpplxacrnk	92	40	yqidusrb	nzitypcfmxeyswsmiqnahuxwxlnwdqvcrphrpa	169	92	28	dyeachxlpjtdtesnzhgtwjxkqyqqhclmascawuqzcxaa	171	169	2224	wjbiaomfmyvvcngkueppetrbwgrkdyeodnodlbvhsylw	
24	1	dpcuequmdz	oowlldfyvq	khaafqpdzizywwxmydamrwmbss	172	24	ukftuxot	cozsspfwctmnvhiljfujfoeukyjihpejydopjj	154	172	42	zulwgeiucqhcewztekoeeqiwwbhvfpkagfhvuwgnwunp	11	154	1016	xryrfrimetjdvjpupfnvyctygssziznajuwiuusnsqyz	
179	0	qpgrczihzn	vhaxkjtsnu	ucvnbioldrnhfwujzffileebsy	59	179	lmizvttd	advovmvmocyyskwfheujjmgarlsbqnpjbtvkea	35	59	26	qinazwsgkabnkglduoyrwxbnzwlzkmdnkbgxtsycwtou	13	35	1586	rohcnegpioxhpzpcbyxofxmkbdrzwzdmwnontpnffxcm	
6	1	zsefufmzdb	ysimtglgjx	nulhfauxngullsvdqyslrumxad	148	6	alcivjlp	pbfbjjtvwxxuimsxhougfzmykunccuzixuipaj	150	148	17	tfcrkvlgeoxqvzyszfwjkcfdnhwwcvwciobvathapihj	146	150	1908	ofzmadjpenlduvthxwwwqkxjuxjpnjabfiumbvzljrbq	
